region,year,population-weighted pm2.5 [ug/m3],geographic-mean pm2.5 [ug/m3],population coverage [%],geographic coverage [%],total population [million people],% pop >= 5 ug/m3 [%],% pop >= 10 ug/m3 [%],% pop >= 15 ug/m3 [%],% pop >= 25 ug/m3 [%],% pop >= 30 ug/m3 [%],% pop >= 35 ug/m3 [%],% pop >= 40 ug/m3 [%],% pop >= 45 ug/m3 [%],% pop >= 50 ug/m3 [%],% pop >= 55 ug/m3 [%],% pop >= 60 ug/m3 [%]
Rajasthan,2017,54.4,53.8,100.0,100.0,77.541,100.0,100.0,100.0,100.0,100.0,100.0,98.8,88.5,63.0,38.2,19.0
Rajasthan,2018,58.3,60.1,100.0,100.0,78.652,100.0,100.0,100.0,100.0,100.0,100.0,99.6,93.6,78.0,55.2,36.2
Rajasthan,2019,53.5,52.4,100.0,100.0,79.763,100.0,100.0,100.0,100.0,100.0,99.9,97.6,82.9,58.5,36.6,18.5
Rajasthan,2020,48.7,48.0,100.0,100.0,80.874,100.0,100.0,100.0,100.0,100.0,98.2,87.3,60.9,37.3,18.2,10.3
Rajasthan,2021,53.4,52.7,100.0,100.0,80.874,100.0,100.0,100.0,100.0,100.0,100.0,98.2,88.2,61.9,37.4,17.0
Rajasthan,2022,48.2,48.9,100.0,100.0,80.874,100.0,100.0,100.0,100.0,100.0,98.0,85.9,59.3,36.8,19.5,8.8
Rajasthan,2023,49.0,48.4,100.0,100.0,80.874,100.0,100.0,100.0,100.0,100.0,99.6,91.4,66.9,39.6,18.9,7.4
Sikkim,1998,21.3,18.0,100.0,100.0,0.547,100.0,100.0,90.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikkim,1999,22.0,18.8,100.0,100.0,0.547,100.0,100.0,92.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikkim,2000,29.7,27.0,100.0,100.0,0.547,100.0,100.0,100.0,80.8,53.5,2.8,0.0,0.0,0.0,0.0,0.0
Sikkim,2001,32.5,30.8,100.0,100.0,0.554,100.0,100.0,100.0,84.7,72.3,47.5,0.4,0.0,0.0,0.0,0.0
Sikkim,2002,30.9,28.1,100.0,100.0,0.561,100.0,100.0,100.0,80.0,58.0,37.6,0.0,0.0,0.0,0.0,0.0
Sikkim,2003,33.1,29.4,100.0,100.0,0.568,100.0,100.0,100.0,85.6,67.2,46.8,17.5,0.0,0.0,0.0,0.0
Sikkim,2004,30.2,26.5,100.0,100.0,0.575,100.0,100.0,100.0,75.9,47.9,33.2,8.8,0.0,0.0,0.0,0.0
Sikkim,2005,31.1,26.3,100.0,100.0,0.582,100.0,100.0,100.0,72.5,53.5,39.5,12.9,0.0,0.0,0.0,0.0
Sikkim,2006,33.0,28.8,100.0,100.0,0.589,100.0,100.0,100.0,83.6,57.9,45.1,26.5,2.5,0.0,0.0,0.0
Sikkim,2007,34.1,28.7,100.0,100.0,0.595,100.0,100.0,100.0,85.8,59.5,49.0,36.2,5.6,0.0,0.0,0.0
Sikkim,2008,35.4,31.5,100.0,100.0,0.601,100.0,100.0,100.0,89.1,69.5,50.6,38.6,11.5,0.0,0.0,0.0
Sikkim,2009,39.8,36.7,100.0,100.0,0.607,100.0,100.0,100.0,96.0,79.0,64.2,49.3,39.8,20.1,0.0,0.0
Sikkim,2010,35.1,33.8,100.0,100.0,0.613,100.0,100.0,100.0,92.4,74.4,54.2,32.8,0.0,0.0,0.0,0.0
Sikkim,2011,37.4,34.5,100.0,100.0,0.619,100.0,100.0,100.0,91.4,79.6,58.8,42.7,25.3,0.0,0.0,0.0
Sikkim,2012,38.0,35.5,100.0,100.0,0.624,100.0,100.0,100.0,95.2,85.7,63.7,47.3,23.5,0.0,0.0,0.0
Sikkim,2013,34.4,31.6,100.0,100.0,0.629,100.0,100.0,100.0,88.7,74.1,46.3,31.2,0.0,0.0,0.0,0.0
Sikkim,2014,39.9,36.3,100.0,100.0,0.634,100.0,100.0,100.0,93.4,83.3,73.4,52.0,38.0,6.3,0.0,0.0
Sikkim,2015,41.6,38.1,100.0,100.0,0.639,100.0,100.0,100.0,95.9,86.4,76.6,57.2,42.8,23.3,0.0,0.0
Sikkim,2016,38.6,36.2,100.0,100.0,0.643,100.0,100.0,100.0,90.9,81.2,71.6,47.1,32.6,0.0,0.0,0.0
Sikkim,2017,38.5,34.1,100.0,100.0,0.648,100.0,100.0,100.0,93.7,84.0,63.4,46.7,31.8,0.0,0.0,0.0
Sikkim,2018,42.5,39.0,100.0,100.0,0.652,100.0,100.0,100.0,100.0,93.2,82.6,60.6,44.8,19.8,0.0,0.0
Sikkim,2019,39.0,33.2,100.0,100.0,0.657,100.0,100.0,100.0,92.7,82.5,64.7,46.2,35.9,8.1,0.0,0.0
Sikkim,2020,40.5,34.0,100.0,100.0,0.661,100.0,100.0,100.0,92.9,83.6,67.1,51.0,43.5,26.4,0.0,0.0
Sikkim,2021,40.4,37.1,100.0,100.0,0.661,100.0,100.0,100.0,93.2,83.4,72.5,53.4,40.4,19.3,0.0,0.0
Sikkim,2022,34.6,31.1,100.0,100.0,0.661,100.0,100.0,100.0,85.0,74.1,50.3,37.3,0.0,0.0,0.0,0.0
Sikkim,2023,35.9,32.5,100.0,100.0,0.661,100.0,100.0,100.0,89.5,78.5,56.6,40.4,0.1,0.0,0.0,0.0
Tamil Nadu,1998,17.9,17.4,100.0,100.0,64.266,100.0,97.5,84.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,1999,20.4,19.6,100.0,100.0,64.266,100.0,97.8,89.2,9.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2000,22.1,21.5,100.0,100.0,64.266,100.0,99.0,95.3,18.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2001,23.4,23.0,100.0,100.0,65.253,100.0,99.5,97.1,33.1,1.3,0.2,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2002,21.9,21.5,100.0,100.0,66.241,100.0,99.9,96.2,12.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2003,22.6,22.1,100.0,100.0,67.228,100.0,99.9,97.5,23.6,0.7,0.2,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2004,24.0,23.6,100.0,100.0,68.215,100.0,100.0,97.7,42.6,0.9,0.2,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2005,26.2,25.4,100.0,100.0,69.203,100.0,99.9,97.9,67.7,15.7,0.6,0.1,0.0,0.0,0.0,0.0
Tamil Nadu,2006,25.1,24.3,100.0,100.0,70.119,100.0,99.9,97.5,54.8,7.5,0.4,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2007,26.5,25.4,100.0,100.0,71.035,100.0,99.9,97.9,69.5,17.4,1.6,0.2,0.0,0.0,0.0,0.0
Tamil Nadu,2008,27.6,26.6,100.0,100.0,71.951,100.0,100.0,98.7,81.3,24.1,1.8,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2009,27.7,26.6,100.0,100.0,72.867,100.0,100.0,98.3,79.1,27.8,3.9,0.2,0.0,0.0,0.0,0.0
Tamil Nadu,2010,27.6,26.7,100.0,100.0,73.783,100.0,100.0,98.2,82.3,24.2,0.3,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2011,28.4,27.5,100.0,100.0,74.601,100.0,100.0,99.1,83.9,36.0,1.9,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2012,28.0,26.8,100.0,100.0,75.419,100.0,100.0,99.2,78.8,31.0,4.6,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2013,25.9,24.6,100.0,100.0,76.237,100.0,100.0,98.1,61.1,15.6,0.9,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2014,28.0,26.7,100.0,100.0,77.055,100.0,100.0,99.1,77.2,30.6,8.2,0.1,0.0,0.0,0.0,0.0
Tamil Nadu,2015,26.8,24.8,100.0,100.0,77.873,100.0,100.0,98.1,59.9,21.8,14.4,3.6,0.0,0.0,0.0,0.0
Tamil Nadu,2016,31.3,29.0,100.0,100.0,78.646,100.0,100.0,99.5,85.7,55.9,21.4,14.1,4.3,0.0,0.0,0.0
Tamil Nadu,2017,29.4,27.5,100.0,100.0,79.42,100.0,100.0,99.1,81.7,39.6,15.4,7.7,0.0,0.0,0.0,0.0
Tamil Nadu,2018,32.1,30.2,100.0,100.0,80.193,100.0,100.0,99.7,93.0,64.8,25.4,10.3,0.6,0.0,0.0,0.0
Tamil Nadu,2019,26.8,25.2,100.0,100.0,80.966,100.0,100.0,98.3,66.5,20.1,8.4,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2020,24.4,23.2,100.0,100.0,81.74,100.0,99.9,97.7,46.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2021,26.7,25.8,100.0,100.0,81.74,100.0,100.0,98.9,69.3,20.3,0.5,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2022,25.5,24.6,100.0,100.0,81.74,100.0,100.0,98.6,59.7,11.2,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2023,25.4,23.9,100.0,100.0,81.74,100.0,100.0,98.1,53.2,16.4,1.2,0.0,0.0,0.0,0.0,0.0
Telangana,1998,18.5,17.4,100.0,99.8,32.035,100.0,100.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,1999,20.3,19.6,100.0,99.8,32.035,100.0,100.0,97.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2000,23.5,22.5,100.0,99.8,32.035,100.0,100.0,100.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2001,24.2,23.5,100.0,99.8,32.459,100.0,100.0,100.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2002,24.2,23.3,100.0,99.8,32.883,100.0,100.0,100.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2003,24.9,24.0,100.0,99.8,33.307,100.0,100.0,100.0,46.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2004,25.3,24.4,100.0,99.8,33.731,100.0,100.0,100.0,54.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2005,27.3,26.0,100.0,99.8,34.155,100.0,100.0,100.0,81.8,19.2,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2006,29.7,28.3,100.0,99.8,34.547,100.0,100.0,100.0,97.2,43.3,3.2,0.0,0.0,0.0,0.0,0.0
Telangana,2007,31.2,29.7,100.0,99.8,34.939,100.0,100.0,100.0,98.7,62.5,16.2,0.0,0.0,0.0,0.0,0.0
Telangana,2008,32.5,30.9,100.0,99.8,35.331,100.0,100.0,100.0,99.8,70.7,26.9,0.8,0.0,0.0,0.0,0.0
Telangana,2009,33.6,31.8,100.0,99.8,35.723,100.0,100.0,100.0,100.0,85.4,30.7,6.8,0.0,0.0,0.0,0.0
Telangana,2010,31.5,29.5,100.0,99.8,36.115,100.0,100.0,100.0,99.4,59.0,19.4,1.0,0.0,0.0,0.0,0.0
Telangana,2011,31.6,29.9,100.0,99.8,36.466,100.0,100.0,100.0,99.8,57.4,21.4,2.0,0.0,0.0,0.0,0.0
Telangana,2012,30.9,28.8,100.0,99.8,36.818,100.0,100.0,100.0,97.9,50.2,17.8,2.8,0.0,0.0,0.0,0.0
Telangana,2013,31.8,29.8,100.0,99.8,37.169,100.0,100.0,100.0,97.9,58.1,23.6,9.0,0.0,0.0,0.0,0.0
Telangana,2014,33.6,31.5,100.0,99.8,37.52,100.0,100.0,100.0,100.0,76.9,29.9,12.5,0.9,0.0,0.0,0.0
Telangana,2015,32.9,30.6,100.0,99.8,37.872,100.0,100.0,100.0,99.4,64.4,29.3,13.4,2.0,0.0,0.0,0.0
Telangana,2016,34.6,31.5,100.0,99.8,38.214,100.0,100.0,100.0,97.0,77.3,41.0,18.9,6.8,0.0,0.0,0.0
Telangana,2017,35.6,32.5,100.0,99.8,38.556,100.0,100.0,100.0,99.9,84.6,44.6,19.2,12.0,0.1,0.0,0.0
Telangana,2018,35.8,33.1,100.0,99.8,38.897,100.0,100.0,100.0,100.0,85.6,48.4,23.4,9.8,0.0,0.0,0.0
Telangana,2019,34.2,31.5,100.0,99.8,39.239,100.0,100.0,100.0,99.8,74.7,38.8,17.8,3.7,0.0,0.0,0.0
Telangana,2020,32.7,30.3,100.0,99.8,39.581,100.0,100.0,100.0,96.2,66.2,31.8,12.1,0.0,0.0,0.0,0.0
Telangana,2021,35.6,33.3,100.0,99.8,39.581,100.0,100.0,100.0,99.7,83.1,50.7,24.0,6.1,0.0,0.0,0.0
Telangana,2022,32.1,29.2,100.0,99.8,39.581,100.0,100.0,100.0,90.0,59.8,30.1,12.8,0.4,0.0,0.0,0.0
Telangana,2023,33.0,30.4,100.0,99.8,39.581,100.0,100.0,100.0,97.5,66.0,33.4,14.8,0.5,0.0,0.0,0.0
Tripura,1998,35.8,33.8,100.0,100.0,3.418,100.0,100.0,100.0,97.4,78.6,65.9,23.9,1.1,0.0,0.0,0.0
Tripura,1999,36.5,34.4,100.0,100.0,3.418,100.0,100.0,100.0,98.3,79.5,65.9,29.4,4.5,0.7,0.0,0.0
Tripura,2000,42.2,40.4,100.0,100.0,3.418,100.0,100.0,100.0,99.9,98.7,81.0,70.2,43.4,4.3,0.6,0.0
Tripura,2001,41.8,39.7,100.0,100.0,3.47,100.0,100.0,100.0,99.9,92.6,77.2,69.3,44.6,6.0,0.4,0.0
Tripura,2002,40.5,38.3,100.0,100.0,3.521,100.0,100.0,100.0,99.9,96.0,76.8,60.8,27.0,2.7,0.0,0.0
Tripura,2003,44.4,42.1,100.0,100.0,3.573,100.0,100.0,100.0,100.0,99.3,83.8,73.7,58.0,16.6,1.8,0.0
Tripura,2004,43.8,41.2,100.0,100.0,3.624,100.0,100.0,100.0,100.0,99.1,79.8,71.1,56.3,21.3,1.8,0.0
Tripura,2005,44.7,41.8,100.0,100.0,3.676,100.0,100.0,100.0,100.0,97.9,80.5,72.2,59.2,30.8,3.8,0.1
Tripura,2006,49.6,47.3,100.0,100.0,3.722,100.0,100.0,100.0,100.0,100.0,99.9,91.4,70.5,55.8,22.0,5.2
Tripura,2007,46.5,44.0,100.0,100.0,3.768,100.0,100.0,100.0,100.0,100.0,95.2,75.1,62.4,37.2,9.7,1.3
Tripura,2008,47.2,44.5,100.0,100.0,3.814,100.0,100.0,100.0,100.0,99.8,90.6,75.2,65.0,46.4,13.0,2.2
Tripura,2009,54.0,51.0,100.0,100.0,3.86,100.0,100.0,100.0,100.0,100.0,100.0,92.9,76.9,69.7,55.4,30.5
Tripura,2010,51.6,48.4,100.0,100.0,3.906,100.0,100.0,100.0,100.0,100.0,99.7,80.3,73.0,62.8,43.6,17.6
Tripura,2011,50.5,47.6,100.0,100.0,3.946,100.0,100.0,100.0,100.0,100.0,99.5,82.0,73.2,61.6,34.5,7.5
Tripura,2012,55.9,52.6,100.0,100.0,3.986,100.0,100.0,100.0,100.0,100.0,100.0,98.6,81.0,72.2,63.8,40.6
Tripura,2013,48.8,45.6,100.0,100.0,4.026,100.0,100.0,100.0,100.0,99.9,97.8,78.1,69.0,54.7,23.3,4.4
Tripura,2014,54.8,51.7,100.0,100.0,4.066,100.0,100.0,100.0,100.0,100.0,99.9,90.0,77.1,70.4,59.6,37.5
Tripura,2015,53.4,50.1,100.0,100.0,4.106,100.0,100.0,100.0,100.0,100.0,99.9,87.6,74.6,68.1,54.2,27.7
Tripura,2016,51.1,47.6,100.0,100.0,4.143,100.0,100.0,100.0,100.0,100.0,99.0,83.3,71.4,64.0,42.1,13.3
Tripura,2017,47.0,43.1,100.0,100.0,4.179,100.0,100.0,100.0,100.0,99.0,80.9,70.9,63.9,48.0,23.7,3.8
Tripura,2018,63.6,59.3,100.0,100.0,4.216,100.0,100.0,100.0,100.0,100.0,100.0,99.8,96.1,80.5,71.6,66.1
Tripura,2019,50.8,47.2,100.0,100.0,4.252,100.0,100.0,100.0,100.0,100.0,98.6,82.6,69.7,58.0,37.1,15.8
Tripura,2020,54.1,50.6,100.0,100.0,4.289,100.0,100.0,100.0,100.0,100.0,99.9,96.8,76.6,68.0,52.3,27.2
Tripura,2021,57.3,53.9,100.0,100.0,4.289,100.0,100.0,100.0,100.0,100.0,100.0,99.7,89.1,71.6,61.5,42.5
Tripura,2022,46.9,43.4,100.0,100.0,4.289,100.0,100.0,100.0,100.0,99.6,90.9,72.6,63.5,41.4,17.2,3.1
Tripura,2023,50.6,47.7,100.0,100.0,4.289,100.0,100.0,100.0,100.0,100.0,94.8,77.3,71.3,60.8,40.6,15.5
Uttar Pradesh,1998,50.0,47.7,100.0,99.9,169.701,100.0,100.0,100.0,99.2,97.6,93.5,86.2,74.5,55.7,29.2,11.7
Uttar Pradesh,1999,48.6,46.4,100.0,99.9,169.701,100.0,100.0,100.0,99.5,98.3,94.8,87.0,69.3,42.7,18.9,9.2
Uttar Pradesh,2000,55.8,53.1,100.0,99.9,169.701,100.0,100.0,100.0,99.9,99.2,97.5,94.1,88.6,80.2,58.6,29.2
Uttar Pradesh,2001,60.6,57.6,100.0,99.9,173.057,100.0,100.0,100.0,100.0,99.6,98.3,96.4,92.5,86.3,77.2,61.0
Uttar Pradesh,2002,61.1,58.1,100.0,99.9,176.413,100.0,100.0,100.0,100.0,99.9,99.0,96.5,92.9,86.6,76.4,60.7
Uttar Pradesh,2003,67.1,63.9,100.0,99.9,179.769,100.0,100.0,100.0,100.0,100.0,99.5,98.1,95.3,90.8,83.6,74.3
Uttar Pradesh,2004,67.6,64.5,100.0,99.9,183.125,100.0,100.0,100.0,100.0,100.0,99.7,98.7,96.6,93.3,87.6,78.4
Uttar Pradesh,2005,62.0,59.2,100.0,99.9,186.481,100.0,100.0,100.0,100.0,99.9,99.2,97.0,93.5,87.3,78.1,62.6
Uttar Pradesh,2006,62.0,59.1,100.0,99.9,189.735,100.0,100.0,100.0,100.0,99.9,99.2,97.4,94.6,89.3,81.5,67.8
Uttar Pradesh,2007,66.2,63.2,100.0,99.9,192.989,100.0,100.0,100.0,100.0,100.0,99.8,98.8,97.0,93.3,87.5,78.3
Uttar Pradesh,2008,76.8,73.4,100.0,99.9,196.243,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.3,97.8,94.6,90.2
Uttar Pradesh,2009,71.4,68.3,100.0,99.9,199.497,100.0,100.0,100.0,100.0,100.0,99.8,99.3,98.0,95.8,91.8,86.6
Uttar Pradesh,2010,74.2,70.4,100.0,99.9,202.751,100.0,100.0,100.0,100.0,100.0,99.8,99.0,97.9,95.9,91.9,86.3
Uttar Pradesh,2011,81.0,76.9,100.0,99.9,205.81,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.4,98.1,96.1,92.7
Uttar Pradesh,2012,75.0,71.5,100.0,99.9,208.87,100.0,100.0,100.0,100.0,100.0,99.9,99.6,99.0,97.4,95.2,91.1
Uttar Pradesh,2013,75.0,71.2,100.0,99.9,211.93,100.0,100.0,100.0,100.0,100.0,100.0,99.8,98.5,96.3,93.5,88.4
Uttar Pradesh,2014,69.7,66.5,100.0,99.9,214.989,100.0,100.0,100.0,100.0,100.0,99.9,99.6,98.2,95.8,91.5,83.5
Uttar Pradesh,2015,77.9,73.8,100.0,99.9,218.049,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.5,97.0,94.8,90.7
Uttar Pradesh,2016,86.6,81.5,100.0,99.9,221.045,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.5,98.5,96.8,94.5
Uttar Pradesh,2017,80.8,76.9,100.0,99.9,224.042,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.6,98.2,96.1,93.5
Uttar Pradesh,2018,78.0,73.7,100.0,99.9,227.038,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.7,97.4,95.7,92.5
Uttar Pradesh,2019,74.2,71.0,100.0,99.9,230.035,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.4,97.5,94.7,89.3
Uttar Pradesh,2020,68.5,65.4,100.0,99.9,233.031,100.0,100.0,100.0,100.0,100.0,99.8,99.3,97.3,95.2,91.0,82.1
Uttar Pradesh,2021,72.4,69.0,100.0,99.9,233.031,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.6,97.1,95.0,90.2
Uttar Pradesh,2022,69.8,66.4,100.0,99.9,233.031,100.0,100.0,100.0,100.0,100.0,99.8,98.9,97.4,95.4,91.4,85.0
Uttar Pradesh,2023,63.8,60.8,100.0,99.9,233.031,100.0,100.0,100.0,100.0,100.0,99.6,98.2,95.4,90.8,82.7,66.9
Uttarakhand,1998,26.8,21.0,100.0,100.0,8.965,100.0,100.0,97.8,49.8,26.1,15.0,10.9,5.5,0.0,0.0,0.0
Uttarakhand,1999,26.7,21.4,100.0,100.0,8.965,100.0,100.0,98.5,50.5,24.7,13.9,9.6,3.5,0.0,0.0,0.0
Uttarakhand,2000,34.2,29.3,100.0,100.0,8.965,100.0,100.0,100.0,93.3,69.4,40.4,17.8,11.3,6.2,0.0,0.0
Uttarakhand,2001,35.4,30.3,100.0,100.0,9.125,100.0,100.0,100.0,99.3,73.4,46.0,21.9,12.4,7.9,1.1,0.0
Uttarakhand,2002,35.1,28.9,100.0,100.0,9.285,100.0,100.0,100.0,91.9,68.4,43.3,20.8,14.0,9.9,4.5,0.0
Uttarakhand,2003,37.1,30.3,100.0,100.0,9.445,100.0,100.0,100.0,95.0,77.0,52.3,31.8,16.3,11.5,6.8,1.6
Uttarakhand,2004,39.1,31.9,100.0,100.0,9.604,100.0,100.0,100.0,98.7,80.3,56.2,41.6,22.9,15.0,11.1,6.3
Uttarakhand,2005,32.4,26.0,100.0,100.0,9.764,100.0,100.0,100.0,75.4,50.6,36.3,21.7,12.3,7.4,0.8,0.0
Uttarakhand,2006,34.7,27.4,100.0,100.0,9.922,100.0,100.0,100.0,83.7,57.8,45.7,26.7,15.2,10.8,4.8,0.0
Uttarakhand,2007,37.1,29.8,100.0,100.0,10.08,100.0,100.0,100.0,94.8,64.8,51.1,37.6,21.0,12.5,8.4,3.4
Uttarakhand,2008,42.2,33.2,100.0,100.0,10.238,100.0,100.0,100.0,99.2,84.2,60.3,52.1,39.8,22.3,14.9,10.6
Uttarakhand,2009,39.5,31.6,100.0,100.0,10.396,100.0,100.0,100.0,98.0,79.2,58.2,43.7,26.2,15.2,11.6,8.3
Uttarakhand,2010,42.3,32.9,100.0,100.0,10.554,100.0,100.0,100.0,98.6,83.8,63.0,52.7,38.4,20.1,15.1,11.6
Uttarakhand,2011,44.9,33.3,100.0,100.0,10.706,100.0,100.0,100.0,97.9,84.3,67.1,55.6,47.1,35.0,21.3,15.3
Uttarakhand,2012,42.1,33.3,100.0,100.0,10.859,100.0,100.0,100.0,99.6,85.9,61.3,50.9,36.1,21.6,14.7,11.4
Uttarakhand,2013,43.0,33.1,100.0,100.0,11.011,100.0,100.0,100.0,99.0,82.7,61.7,52.2,41.9,25.8,17.1,14.2
Uttarakhand,2014,42.0,33.7,100.0,100.0,11.164,100.0,100.0,100.0,99.6,86.2,63.8,53.0,40.1,19.4,14.5,10.2
Uttarakhand,2015,44.5,34.0,100.0,100.0,11.316,100.0,100.0,100.0,99.4,85.5,65.2,56.8,46.6,33.4,19.6,14.6
Uttarakhand,2016,47.7,37.1,100.0,100.0,11.472,100.0,100.0,100.0,100.0,92.9,79.6,62.2,54.5,42.2,23.6,17.1
Uttarakhand,2017,44.3,33.8,100.0,100.0,11.627,100.0,100.0,100.0,98.9,85.2,65.3,57.2,45.7,31.8,18.7,13.6
Uttarakhand,2018,46.6,35.5,100.0,100.0,11.782,100.0,100.0,100.0,99.7,89.4,76.9,60.0,50.9,37.2,21.2,16.6
Uttarakhand,2019,41.7,31.8,100.0,100.0,11.937,100.0,100.0,100.0,98.7,81.9,61.7,53.9,37.4,23.4,14.1,10.4
Uttarakhand,2020,40.1,30.4,100.0,100.0,12.092,100.0,100.0,100.0,95.6,73.4,58.3,50.4,30.4,17.8,14.2,10.3
Uttarakhand,2021,46.3,37.1,100.0,100.0,12.092,100.0,100.0,100.0,99.9,98.6,82.7,61.5,54.8,33.8,17.3,13.9
Uttarakhand,2022,40.4,30.4,100.0,100.0,12.092,100.0,100.0,100.0,92.4,74.5,59.3,51.3,34.0,18.3,15.0,10.7
Uttarakhand,2023,37.4,28.7,100.0,100.0,12.092,100.0,100.0,100.0,88.9,70.2,55.1,41.1,18.5,15.1,10.0,1.1
West Bengal,1998,31.2,33.0,100.0,99.9,81.845,100.0,100.0,99.9,72.1,53.5,39.5,8.7,0.7,0.0,0.0,0.0
West Bengal,1999,33.6,35.0,100.0,99.9,81.845,100.0,100.0,99.9,96.6,61.1,47.5,21.1,0.6,0.0,0.0,0.0
West Bengal,2000,38.7,40.3,100.0,99.9,81.845,100.0,100.0,100.0,99.6,93.8,63.7,49.1,16.4,0.3,0.0,0.0
West Bengal,2001,39.0,40.7,100.0,99.9,82.974,100.0,100.0,100.0,99.7,92.3,61.5,49.9,24.8,2.0,0.0,0.0
West Bengal,2002,41.7,42.8,100.0,99.9,84.104,100.0,100.0,100.0,99.6,97.6,78.1,55.5,44.6,7.0,0.1,0.0
West Bengal,2003,41.2,42.6,100.0,99.9,85.234,100.0,100.0,100.0,99.8,97.7,71.9,54.6,39.5,9.4,0.1,0.0
West Bengal,2004,43.4,44.7,100.0,99.9,86.363,100.0,100.0,100.0,99.8,99.4,91.7,63.3,47.1,16.4,1.0,0.0
West Bengal,2005,45.7,46.6,100.0,99.9,87.493,100.0,100.0,100.0,100.0,99.4,96.3,77.0,53.4,34.4,4.9,0.2
West Bengal,2006,50.0,51.0,100.0,99.9,88.502,100.0,100.0,100.0,100.0,99.8,99.2,97.6,70.0,52.7,26.1,4.5
West Bengal,2007,50.4,51.3,100.0,99.9,89.511,100.0,100.0,100.0,99.9,99.5,97.8,94.7,74.3,54.4,29.0,7.0
West Bengal,2008,55.5,56.5,100.0,99.9,90.519,100.0,100.0,100.0,100.0,99.8,99.1,95.7,92.1,70.4,51.7,37.9
West Bengal,2009,59.8,60.4,100.0,99.9,91.528,100.0,100.0,100.0,100.0,100.0,99.8,99.0,96.5,93.1,69.4,55.1
West Bengal,2010,52.6,53.7,100.0,99.9,92.537,100.0,100.0,100.0,100.0,99.6,99.1,97.3,80.5,62.1,42.1,19.8
West Bengal,2011,58.2,58.9,100.0,99.9,93.392,100.0,100.0,100.0,100.0,99.8,99.5,97.1,94.2,77.6,61.0,47.8
West Bengal,2012,59.3,59.7,100.0,99.9,94.248,100.0,100.0,100.0,100.0,99.9,99.5,99.1,97.7,94.3,71.6,43.8
West Bengal,2013,57.2,57.7,100.0,99.9,95.103,100.0,100.0,100.0,100.0,99.7,99.2,97.6,94.0,83.4,61.0,40.8
West Bengal,2014,61.6,61.5,100.0,99.9,95.958,100.0,100.0,100.0,100.0,99.8,99.6,98.2,94.6,93.5,91.0,63.0
West Bengal,2015,59.3,59.6,100.0,99.9,96.814,100.0,100.0,100.0,100.0,99.9,99.6,98.9,94.8,92.2,69.0,55.4
West Bengal,2016,61.6,61.0,100.0,99.9,97.581,100.0,100.0,100.0,100.0,99.8,99.5,96.4,94.5,92.8,80.8,62.5
West Bengal,2017,61.3,61.5,100.0,99.9,98.349,100.0,100.0,100.0,100.0,99.9,99.5,99.0,95.4,93.2,76.8,60.0
West Bengal,2018,65.7,65.4,100.0,99.9,99.116,100.0,100.0,100.0,100.0,100.0,99.7,99.3,98.0,95.4,93.4,78.2
West Bengal,2019,58.7,59.2,100.0,99.9,99.884,100.0,100.0,100.0,100.0,99.8,99.5,98.2,95.1,92.4,71.9,48.8
